Iteration,Cost,Effectiveness,t_bradyc,t_discountedlifeyear,t_dl_se,t_hyperk,t_hypot,t_lifeyear,t_numberofdeath,t_numberofhfh,t_reimp,t_se,t_walk,profile
918,32.63,2.521756913,0,3.72500706,0,0,0,3.950684932,1,0,0,0,1,base
182,32.63,2.533670272,0,3.742020988,0,0,0,3.969863014,1,0,0,0,1,base
836,32.63,2.533670272,0,3.742020988,0,0,0,3.969863014,1,0,0,0,1,base
1267,32.63,2.533670272,0,3.742020988,0,0,0,3.969863014,1,0,0,0,1,base
508,32.63,2.545580231,0,3.759024898,0,0,0,3.989041096,1,0,0,0,1,base
874,13500.63476,2.543646033,0,3.759024898,0,0,0,3.989041096,1,1,0,0,1,base
337,32.63,2.557486793,0,3.776018793,0,0,0,4.008219178,1,0,0,0,1,base
291,32.63,2.569389958,0,3.793002679,0,0,0,4.02739726,1,0,0,0,1,base
756,32.63,2.569389958,0,3.793002679,0,0,0,4.02739726,1,0,0,0,1,base
1234,32.63,2.569389958,0,3.793002679,0,0,0,4.02739726,1,0,0,0,1,base
800,32.63,2.581289727,0,3.809976559,0,0,0,4.046575342,1,0,0,0,1,base
804,32.63,2.581289727,0,3.809976559,0,0,0,4.046575342,1,0,0,0,1,base
1208,32.63,2.581289727,0,3.809976559,0,0,0,4.046575342,1,0,0,0,1,base
971,32.63,2.593186101,0,3.826940439,0,0,0,4.065753425,1,0,0,0,1,base
541,32.63,2.605079081,0,3.843894321,0,0,0,4.084931507,1,0,0,0,1,base
744,32.63,2.605079081,0,3.843894321,0,0,0,4.084931507,1,0,0,0,1,base
736,32.63,2.616968668,0,3.860838212,0,0,0,4.104109589,1,0,0,0,1,base
328,32.63,2.65261708,0,3.911609971,0,0,0,4.161643836,1,0,0,0,1,base
743,14178.11179,2.650585586,0,3.911609971,0,0,0,4.161643836,1,1,0,0,1,base
773,32.63,2.65261708,0,3.911609971,0,0,0,4.161643836,1,0,0,0,1,base
333,13531.41351,2.662554486,0,3.928513935,0,0,0,4.180821918,1,1,0,0,1,base
370,13585.44569,2.662546726,0,3.928513935,0,0,0,4.180821918,1,1,0,0,1,base
735,32.63,2.664493104,0,3.928513935,0,0,0,4.180821918,1,0,0,0,1,base
1073,13930.06388,2.662497234,0,3.928513935,0,0,0,4.180821918,1,1,0,0,1,base
1252,32.63,2.664493104,0,3.928513935,0,0,0,4.180821918,1,0,0,0,1,base
459,32.63,2.67636574,0,3.945407928,0,0,0,4.2,1,0,0,0,1,base
486,32.63,2.67636574,0,3.945407928,0,0,0,4.2,1,0,0,0,1,base
1145,32.63,2.67636574,0,3.945407928,0,0,0,4.2,1,0,0,0,1,base
1242,32.63,2.67636574,0,3.945407928,0,0,0,4.2,1,0,0,0,1,base
343,32.63,2.688234989,0,3.962291955,0,0,0,4.219178082,1,0,0,0,1,base
67,32.63,2.700100852,0,3.979166019,0,0,0,4.238356164,1,0,0,0,1,base
171,32.63,2.700100852,0,3.979166019,0,0,0,4.238356164,1,0,0,0,1,base
613,32.63,2.700100852,0,3.979166019,0,0,0,4.238356164,1,0,0,0,1,base
392,32.63,2.711963329,0,3.996030126,0,0,0,4.257534247,1,0,0,0,1,base
476,13969.77539,2.709961756,0,3.996030126,0,0,0,4.257534247,1,1,0,0,1,base
359,13393.46072,2.721903616,0,4.012884279,0,0,0,4.276712329,1,1,0,0,1,base
464,32.63,2.723822422,0,4.012884279,0,0,0,4.276712329,1,0,0,0,1,base
1096,32.63,2.735678132,0,4.029728483,0,0,0,4.295890411,1,0,0,0,1,base
1135,13351.59035,2.733765338,0,4.029728483,0,0,0,4.295890411,1,1,0,0,1,base
1050,32.63,2.759379404,0,4.06338706,0,0,0,4.334246575,1,0,0,0,1,base
159,32.63,2.77122497,0,4.080201442,0,0,0,4.353424658,1,0,0,0,1,base
302,32.63,2.77122497,0,4.080201442,0,0,0,4.353424658,1,0,0,0,1,base
567,32.63,2.783067155,0,4.097005892,0,0,0,4.37260274,1,0,0,0,1,base
833,32.63,2.783067155,0,4.097005892,0,0,0,4.37260274,1,0,0,0,1,base
1249,32.63,2.783067155,0,4.097005892,0,0,0,4.37260274,1,0,0,0,1,base
1087,13858.86808,2.792920317,0,4.113800414,0,0,0,4.391780822,1,1,0,0,1,base
1136,26988.8161,2.791034668,0,4.113800414,0,0,0,4.391780822,1,2,0,0,1,base
15,32.63,2.806741392,0,4.130585013,0,0,0,4.410958904,1,0,0,0,1,base
387,32.63,2.818573445,0,4.147359693,0,0,0,4.430136986,1,0,0,0,1,base
403,13659.12117,2.840270465,0,4.180879312,0,0,0,4.468493151,1,1,0,0,1,base
576,32.63,2.842227424,0,4.180879312,0,0,0,4.468493151,1,0,0,0,1,base
689,32.63,2.842227424,0,4.180879312,0,0,0,4.468493151,1,0,0,0,1,base
886,32.63,2.842227424,0,4.180879312,0,0,0,4.468493151,1,0,0,0,1,base
58,32.63,2.865867909,0,4.214359306,0,0,0,4.506849315,1,0,0,0,1,base
733,32.63,2.877683093,0,4.231084455,0,0,0,4.526027397,1,0,0,0,1,base
226,26720.4152,2.885662159,0,4.24779971,0,0,0,4.545205479,1,2,0,0,1,base
963,13741.01802,2.887526186,0,4.24779971,0,0,0,4.545205479,1,1,0,0,1,base
1196,32.63,2.90130335,0,4.264505076,0,0,0,4.564383562,1,0,0,0,1,base
778,32.63,2.913108424,0,4.281200557,0,0,0,4.583561644,1,0,0,0,1,base
788,13450.76888,2.911181388,0,4.281200557,0,0,0,4.583561644,1,1,0,0,1,base
950,32.63,2.913108424,0,4.281200557,0,0,0,4.583561644,1,0,0,0,1,base
1271,41177.89044,2.907199376,0,4.281200557,0,0,0,4.583561644,1,3,0,0,1,base
462,32.63,2.924910131,0,4.297886158,0,0,0,4.602739726,1,0,0,0,1,base
269,32.63,2.93670847,0,4.314561882,0,0,0,4.621917808,1,0,0,0,1,base
495,32.63,2.93670847,0,4.314561882,0,0,0,4.621917808,1,0,0,0,1,base
515,28146.74755,2.932670881,0,4.314561882,0,0,0,4.621917808,1,2,0,0,1,base
366,32.63,2.948503444,0,4.331227735,0,0,0,4.64109589,1,0,0,0,1,base
661,13815.53921,2.958315629,0,4.34788372,0,0,0,4.660273973,1,1,0,0,1,base
878,27278.70822,2.956382125,0,4.34788372,0,0,0,4.660273973,1,2,0,0,1,base
912,13508.32286,2.970147994,0,4.364529841,0,0,0,4.679452055,1,1,0,0,1,base
954,32.63,2.972083296,0,4.364529841,0,0,0,4.679452055,1,0,0,0,1,base
1189,32.63,2.972083296,0,4.364529841,0,0,0,4.679452055,1,0,0,0,1,base
1270,13275.79828,2.970181388,0,4.364529841,0,0,0,4.679452055,1,1,0,0,1,base
243,32.63,2.983868177,0,4.381166104,0,0,0,4.698630137,1,0,0,0,1,base
379,32.63,2.983868177,0,4.381166104,0,0,0,4.698630137,1,0,0,0,1,base
1074,32.63,2.983868177,0,4.381166104,0,0,0,4.698630137,1,0,0,0,1,base
293,13294.70577,2.993745072,0,4.397792511,0,0,0,4.717808219,1,1,0,0,1,base
425,13807.67584,3.017224357,0,4.431015779,0,0,0,4.756164384,1,1,0,0,1,base
377,13343.99166,3.029062386,0,4.447612647,0,0,0,4.775342466,1,1,0,0,1,base
507,13427.81618,3.029050348,0,4.447612647,0,0,0,4.775342466,1,1,0,0,1,base
917,13612.54282,3.029023819,0,4.447612647,0,0,0,4.775342466,1,1,0,0,1,base
297,32.63,3.078026266,0,4.513901786,0,0,0,4.852054795,1,0,0,0,1,base
857,32.63,3.078026266,0,4.513901786,0,0,0,4.852054795,1,0,0,0,1,base
1063,32.63,3.078026266,0,4.513901786,0,0,0,4.852054795,1,0,0,0,1,base
256,13585.44569,3.087834543,0,4.530449509,0,0,0,4.871232877,1,1,0,0,1,base
1157,13850.97999,3.087796409,0,4.530449509,0,0,0,4.871232877,1,1,0,0,1,base
275,32.63,3.101532223,0,4.546987414,0,0,0,4.890410959,1,0,0,0,1,base
663,13961.82402,3.111279741,0,4.563515508,0,0,0,4.909589041,1,1,0,0,1,base
1223,32.63,3.113280173,0,4.563515508,0,0,0,4.909589041,1,0,0,0,1,base
1239,32.63,3.113280173,0,4.563515508,0,0,0,4.909589041,1,0,0,0,1,base
994,32.63,3.125024771,0,4.580033794,0,0,0,4.928767123,1,0,0,0,1,base
1227,13325.01391,3.123115794,0,4.580033794,0,0,0,4.928767123,1,1,0,0,1,base
228,32.63,3.136766017,0,4.596542275,0,0,0,4.947945205,1,0,0,0,1,base
988,27195.98337,3.132864971,0,4.596542275,0,0,0,4.947945205,1,2,0,0,1,base
652,13485.2717,3.146571923,0,4.613040958,0,0,0,4.967123288,1,1,0,0,1,base
739,13823.40708,3.146523362,0,4.613040958,0,0,0,4.967123288,1,1,0,0,1,base
938,27352.57258,3.14458038,0,4.613040958,0,0,0,4.967123288,1,2,0,0,1,base
24,32.63,3.160238463,0,4.629529845,0,0,0,4.98630137,1,0,0,0,1,base
909,13573.84919,3.170024951,0,4.646008941,0,0,0,5.005479452,1,1,0,0,1,base
276,13204.19535,3.1935304,0,4.678937778,0,0,0,5.043835616,1,1,0,0,1,base
691,41373.17991,3.18948493,0,4.678937778,0,0,0,5.043835616,1,3,0,0,1,base
999,14186.18663,3.193389372,0,4.678937778,0,0,0,5.043835616,1,1,0,0,1,base
12,14069.55133,3.216845103,0,4.711827502,0,0,0,5.082191781,1,1,0,0,1,base
686,13531.41351,3.216922388,0,4.711827502,0,0,0,5.082191781,1,1,0,0,1,base
586,32.63,3.230575482,0,4.728257707,0,0,0,5.101369863,1,0,0,0,1,base
712,32.63,3.230575482,0,4.728257707,0,0,0,5.101369863,1,0,0,0,1,base
1055,32.63,3.242286615,0,4.744678147,0,0,0,5.120547945,1,0,0,0,1,base
1158,32.63,3.253994408,0,4.761088825,0,0,0,5.139726027,1,0,0,0,1,base
1026,13489.11082,3.263766316,0,4.777489746,0,0,0,5.15890411,1,1,0,0,1,base
728,14166.00817,3.275370217,0,4.793880915,0,0,0,5.178082192,1,1,0,0,1,base
1185,13558.40262,3.275457478,0,4.793880915,0,0,0,5.178082192,1,1,0,0,1,base
414,32.63,3.289097747,0,4.810262335,0,0,0,5.197260274,1,0,0,0,1,base
565,26684.40221,3.285270171,0,4.810262335,0,0,0,5.197260274,1,2,0,0,1,base
601,32.63,3.289097747,0,4.810262335,0,0,0,5.197260274,1,0,0,0,1,base
941,27247.62685,3.285189284,0,4.810262335,0,0,0,5.197260274,1,2,0,0,1,base
1120,13772.34613,3.298818964,0,4.826634011,0,0,0,5.216438356,1,1,0,0,1,base
140,32.63,3.312483285,0,4.842995946,0,0,0,5.235616438,1,0,0,0,1,base
231,13389.64889,3.310565026,0,4.842995946,0,0,0,5.235616438,1,1,0,0,1,base
595,13523.71224,3.322233538,0,4.859348146,0,0,0,5.254794521,1,1,0,0,1,base
796,13481.43368,3.322239609,0,4.859348146,0,0,0,5.254794521,1,1,0,0,1,base
673,26519.93699,3.343732622,0,4.892023354,0,0,0,5.293150685,1,2,0,0,1,base
589,32.63,3.359214343,0,4.908346372,0,0,0,5.312328767,1,0,0,0,1,base
825,32.63,3.359214343,0,4.908346372,0,0,0,5.312328767,1,0,0,0,1,base
1161,32.63,3.359214343,0,4.908346372,0,0,0,5.312328767,1,0,0,0,1,base
656,32.63,3.370888776,0,4.92465967,0,0,0,5.331506849,1,0,0,0,1,base
70,14109.66142,3.380538215,0,4.940963253,0,0,0,5.350684932,1,1,0,0,1,base
146,32.63,3.382559878,0,4.940963253,0,0,0,5.350684932,1,0,0,0,1,base
1010,13275.79828,3.380657969,0,4.940963253,0,0,0,5.350684932,1,1,0,0,1,base
320,32.63,3.39422765,0,4.957257126,0,0,0,5.369863014,1,0,0,0,1,base
434,32.63,3.39422765,0,4.957257126,0,0,0,5.369863014,1,0,0,0,1,base
447,32.63,3.41755321,0,4.989815758,0,0,0,5.408219178,1,0,0,0,1,base
851,32.63,3.41755321,0,4.989815758,0,0,0,5.408219178,1,0,0,0,1,base
978,32.63,3.41755321,0,4.989815758,0,0,0,5.408219178,1,0,0,0,1,base
145,27667.14249,3.425242287,0,5.006080524,0,0,0,5.42739726,1,2,0,0,1,base
1097,14170.04156,3.427180664,0,5.006080524,0,0,0,5.42739726,1,1,0,0,1,base
858,13492.95104,3.438932367,0,5.022335597,0,0,0,5.446575342,1,1,0,0,1,base
1284,13535.2658,3.43892629,0,5.022335597,0,0,0,5.446575342,1,1,0,0,1,base
37,27701.54014,3.448542948,0,5.038580981,0,0,0,5.465753425,1,2,0,0,1,base
1195,14186.18663,3.450483946,0,5.038580981,0,0,0,5.465753425,1,1,0,0,1,base
758,26908.22604,3.460304693,0,5.054816679,0,0,0,5.484931507,1,2,0,0,1,base
775,32.63,3.464164414,0,5.054816679,0,0,0,5.484931507,1,0,0,0,1,base
969,14045.54015,3.462151959,0,5.054816679,0,0,0,5.484931507,1,1,0,0,1,base
1092,32.63,3.464164414,0,5.054816679,0,0,0,5.484931507,1,0,0,0,1,base
991,13110.57045,3.485571894,0,5.087259036,0,0,0,5.523287671,1,1,0,0,1,base
357,13439.28762,3.497162533,0,5.103465704,0,0,0,5.542465753,1,1,0,0,1,base
903,32.63,3.49908792,0,5.103465704,0,0,0,5.542465753,1,0,0,0,1,base
79,13260.69171,3.532081806,0,5.152027713,0,0,0,5.6,1,1,0,0,1,base
986,13807.67584,3.532003251,0,5.152027713,0,0,0,5.6,1,1,0,0,1,base
81,32.63,3.545606117,0,5.168195731,0,0,0,5.619178082,1,0,0,0,1,base
135,13527.56232,3.555289307,0,5.184354099,0,0,0,5.638356164,1,1,0,0,1,base
590,32.63,3.557227373,0,5.184354099,0,0,0,5.638356164,1,0,0,0,1,base
871,32.63,3.557227373,0,5.184354099,0,0,0,5.638356164,1,0,0,0,1,base
561,32.63,3.568845313,0,5.200502818,0,0,0,5.657534247,1,0,0,0,1,base
144,32.63,3.59207125,0,5.232771332,0,0,0,5.695890411,1,0,0,0,1,base
830,14109.66142,3.590049587,0,5.232771332,0,0,0,5.695890411,1,1,0,0,1,base
176,32.63,3.603679249,0,5.248891134,0,0,0,5.715068493,1,0,0,0,1,base
346,13073.3071,3.601806421,0,5.248891134,0,0,0,5.715068493,1,1,0,0,1,base
785,32.63,3.603679249,0,5.248891134,0,0,0,5.715068493,1,0,0,0,1,base
875,32.63,3.603679249,0,5.248891134,0,0,0,5.715068493,1,0,0,0,1,base
306,32.63,3.615283936,0,5.265001306,0,0,0,5.734246575,1,0,0,0,1,base
1213,32.63,3.626885313,0,5.281101851,0,0,0,5.753424658,1,0,0,0,1,base
314,32.63,3.63848338,0,5.297192774,0,0,0,5.77260274,1,0,0,0,1,base
62,13382.02849,3.648160973,0,5.313274079,0,0,0,5.791780822,1,1,0,0,1,base
777,27240.28637,3.646170729,0,5.313274079,0,0,0,5.791780822,1,2,0,0,1,base
363,53422.2072,3.65400208,0,5.329345769,0,0,0,5.810958904,1,4,0,0,1,base
614,14053.53931,3.659655984,0,5.329345769,0,0,0,5.810958904,1,1,0,0,1,base
962,32.63,3.661669587,0,5.329345769,0,0,0,5.810958904,1,0,0,0,1,base
1279,32.63,3.67325773,0,5.34540785,0,0,0,5.830136986,1,0,0,0,1,base
25,32.63,3.684842567,0,5.361460325,0,0,0,5.849315068,1,0,0,0,1,base
786,14049.53916,3.682829538,0,5.361460325,0,0,0,5.849315068,1,1,0,0,1,base
937,32.63,3.684842567,0,5.361460325,0,0,0,5.849315068,1,0,0,0,1,base
1218,32.63,3.731148872,0,5.425574253,0,0,0,5.926027397,1,0,0,0,1,base
621,13473.76092,3.740786853,0,5.441578762,0,0,0,5.945205479,1,1,0,0,1,base
566,32.63,3.765843932,0,5.473559043,0,0,0,5.983561644,1,0,0,0,1,base
828,27346.94634,3.761921206,0,5.473559043,0,0,0,5.983561644,1,2,0,0,1,base
945,13655.23354,3.787001078,0,5.505501036,0,0,0,6.021917808,1,1,0,0,1,base
108,13566.1237,3.798565703,0,5.521457684,0,0,0,6.04109589,1,1,0,0,1,base
1182,13866.76068,3.798522527,0,5.521457684,0,0,0,6.04109589,1,1,0,0,1,base
672,32.63,3.812057838,0,5.537404772,0,0,0,6.060273973,1,0,0,0,1,base
168,13616.41826,3.821652249,0,5.553342305,0,0,0,6.079452055,1,1,0,0,1,base
394,41707.0081,3.817618039,0,5.553342305,0,0,0,6.079452055,1,3,0,0,1,base
675,13401.08764,3.821683174,0,5.553342305,0,0,0,6.079452055,1,1,0,0,1,base
312,32.63,3.858219028,0,5.60109761,0,0,0,6.136986301,1,0,0,0,1,base
174,32.63,3.881279873,0,5.632886778,0,0,0,6.175342466,1,0,0,0,1,base
532,13099.38028,3.8794033,0,5.632886778,0,0,0,6.175342466,1,1,0,0,1,base
553,13443.11362,3.913920536,0,5.680499061,0,0,0,6.232876712,1,1,0,0,1,base
556,32.63,3.915846474,0,5.680499061,0,0,0,6.232876712,1,0,0,0,1,base
1224,13340.19395,3.913935317,0,5.680499061,0,0,0,6.232876712,1,1,0,0,1,base
299,13854.92347,3.925377021,0,5.69635078,0,0,0,6.252054795,1,1,0,0,1,base
1016,32.63,3.9273621,0,5.69635078,0,0,0,6.252054795,1,0,0,0,1,base
1057,26959.09177,3.923495075,0,5.69635078,0,0,0,6.252054795,1,2,0,0,1,base
1265,32.63,3.9273621,0,5.69635078,0,0,0,6.252054795,1,0,0,0,1,base
439,32.63,3.938874441,0,5.712192984,0,0,0,6.271232877,1,0,0,0,1,base
283,26332.08634,3.946606519,0,5.728025679,0,0,0,6.290410959,1,2,0,0,1,base
727,27099.39868,3.946496322,0,5.728025679,0,0,0,6.290410959,1,2,0,0,1,base
793,32.63,3.950383498,0,5.728025679,0,0,0,6.290410959,1,0,0,0,1,base
901,32.63,3.950383498,0,5.728025679,0,0,0,6.290410959,1,0,0,0,1,base
322,13941.96544,3.959891691,0,5.743848867,0,0,0,6.309589041,1,1,0,0,1,base
128,32.63,3.973391761,0,5.759662554,0,0,0,6.328767123,1,0,0,0,1,base
920,13147.94029,3.971508215,0,5.759662554,0,0,0,6.328767123,1,1,0,0,1,base
47,13077.02865,3.994513536,0,5.79126144,0,0,0,6.367123288,1,1,0,0,1,base
229,40924.80168,4.002006845,0,5.807046646,0,0,0,6.38630137,1,3,0,0,1,base
407,32.63,4.007879546,0,5.807046646,0,0,0,6.38630137,1,0,0,0,1,base
420,13663.0099,4.005922029,0,5.807046646,0,0,0,6.38630137,1,1,0,0,1,base
254,13504.47826,4.017434166,0,5.822822367,0,0,0,6.405479452,1,1,0,0,1,base
855,27077.32216,4.026971003,0,5.838588608,0,0,0,6.424657534,1,2,0,0,1,base
485,13519.86324,4.040400862,0,5.854345371,0,0,0,6.443835616,1,1,0,0,1,base
817,32.63,4.042337822,0,5.854345371,0,0,0,6.443835616,1,0,0,0,1,base
820,14069.55133,4.040321919,0,5.854345371,0,0,0,6.443835616,1,1,0,0,1,base
51,32.63,4.053817361,0,5.870092662,0,0,0,6.463013699,1,0,0,0,1,base
745,32.63,4.053817361,0,5.870092662,0,0,0,6.463013699,1,0,0,0,1,base
1041,27705.46119,4.049843146,0,5.870092662,0,0,0,6.463013699,1,2,0,0,1,base
61,13155.42706,4.063409003,0,5.885830483,0,0,0,6.482191781,1,1,0,0,1,base
330,12925.31242,4.06344205,0,5.885830483,0,0,0,6.482191781,1,1,0,0,1,base
432,13065.86718,4.063421865,0,5.885830483,0,0,0,6.482191781,1,1,0,0,1,base
32,32.63,4.076766613,0,5.901558841,0,0,0,6.501369863,1,0,0,0,1,base
742,13744.93012,4.074797331,0,5.901558841,0,0,0,6.501369863,1,1,0,0,1,base
1044,32.63,4.076766613,0,5.901558841,0,0,0,6.501369863,1,0,0,0,1,base
110,13558.40262,4.097760279,0,5.932987178,0,0,0,6.539726027,1,1,0,0,1,base
406,32.63,4.111165946,0,5.948687166,0,0,0,6.55890411,1,0,0,0,1,base
610,26788.72314,4.11878329,0,5.964377706,0,0,0,6.578082192,1,2,0,0,1,base
165,32.63,4.13408248,0,5.980058802,0,0,0,6.597260274,1,0,0,0,1,base
1160,32.63,4.13408248,0,5.980058802,0,0,0,6.597260274,1,0,0,0,1,base
249,32.63,4.15698594,0,6.011392679,0,0,0,6.635616438,1,0,0,0,1,base
278,27566.0484,4.153031747,0,6.011392679,0,0,0,6.635616438,1,2,0,0,1,base
546,32.63,4.15698594,0,6.011392679,0,0,0,6.635616438,1,0,0,0,1,base
545,32.63,4.16843277,0,6.027045468,0,0,0,6.654794521,1,0,0,0,1,base
455,13325.01391,4.177967357,0,6.04268883,0,0,0,6.673972603,1,1,0,0,1,base
632,26869.53606,4.17602217,0,6.04268883,0,0,0,6.673972603,1,2,0,0,1,base
687,12888.57693,4.178030036,0,6.04268883,0,0,0,6.673972603,1,1,0,0,1,base
809,12895.91564,4.178028982,0,6.04268883,0,0,0,6.673972603,1,1,0,0,1,base
898,26384.51858,4.176091825,0,6.04268883,0,0,0,6.673972603,1,2,0,0,1,base
198,32.63,4.191316633,0,6.058322768,0,0,0,6.693150685,1,0,0,0,1,base
338,14093.60365,4.189297276,0,6.058322768,0,0,0,6.693150685,1,1,0,0,1,base
500,13095.65235,4.189440596,0,6.058322768,0,0,0,6.693150685,1,1,0,0,1,base
629,32.63,4.202753668,0,6.073947286,0,0,0,6.712328767,1,0,0,0,1,base
96,13566.1237,4.212243836,0,6.08956239,0,0,0,6.731506849,1,1,0,0,1,base
139,32.63,4.21418744,0,6.08956239,0,0,0,6.731506849,1,0,0,0,1,base
1277,32.63,4.21418744,0,6.08956239,0,0,0,6.731506849,1,0,0,0,1,base
748,41136.525,4.219714842,0,6.105168082,0,0,0,6.750684932,1,3,0,0,1,base
806,32.63,4.237045199,0,6.120764367,0,0,0,6.769863014,1,0,0,0,1,base
1088,40683.60007,4.231207138,0,6.120764367,0,0,0,6.769863014,1,3,0,0,1,base
315,32.63,4.271307388,0,6.167496822,0,0,0,6.82739726,1,0,0,0,1,base
987,27084.26444,4.2788366,0,6.18305552,0,0,0,6.846575342,1,2,0,0,1,base
196,32.63,4.29413256,0,6.198604832,0,0,0,6.865753425,1,0,0,0,1,base
200,39112.46826,4.299927837,0,6.214144761,0,0,0,6.884931507,1,3,0,0,1,base
818,13655.23354,4.314988308,0,6.229675312,0,0,0,6.904109589,1,1,0,0,1,base
908,27573.1422,4.32439069,0,6.245196489,0,0,0,6.923287671,1,2,0,0,1,base
1094,32.63,4.328345902,0,6.245196489,0,0,0,6.923287671,1,0,0,0,1,base
1274,14202.35013,4.326310927,0,6.245196489,0,0,0,6.923287671,1,1,0,0,1,base
737,13957.85004,4.349138671,0,6.276210736,0,0,0,6.961643836,1,1,0,0,1,base
255,14141.832,4.360503687,0,6.291703814,0,0,0,6.980821918,1,1,0,0,1,base
362,32.63,4.36252997,0,6.291703814,0,0,0,6.980821918,1,0,0,0,1,base
633,12973.22554,4.360671515,0,6.291703814,0,0,0,6.980821918,1,1,0,0,1,base
933,14137.80666,4.360504265,0,6.291703814,0,0,0,6.980821918,1,1,0,0,1,base
475,13226.76488,4.372023291,0,6.307187535,0,0,0,7,1,1,0,0,1,base
1137,13713.66452,4.371953366,0,6.307187535,0,0,0,7,1,1,0,0,1,base
885,12822.71661,4.383466258,0,6.322661901,0,0,0,7.019178082,1,1,0,0,1,base
212,13969.77539,4.394683214,0,6.338126918,0,0,0,7.038356164,1,1,0,0,1,base
380,32.63,4.408063232,0,6.353582589,0,0,0,7.057534247,1,0,0,0,1,base
529,32.63,4.430810381,0,6.384465911,0,0,0,7.095890411,1,0,0,0,1,base
832,32.63,4.442179089,0,6.399893569,0,0,0,7.115068493,1,0,0,0,1,base
472,13374.41244,4.474349684,0,6.446120585,0,0,0,7.17260274,1,1,0,0,1,base
1221,32.63,4.487621495,0,6.46151095,0,0,0,7.191780822,1,0,0,0,1,base
209,32.63,4.498973994,0,6.476892002,0,0,0,7.210958904,1,0,0,0,1,base
634,14145.85849,4.508296394,0,6.492263745,0,0,0,7.230136986,1,1,0,0,1,base
161,32.63,4.521669278,0,6.507626184,0,0,0,7.249315068,1,0,0,0,1,base
1201,32.63,4.521669278,0,6.507626184,0,0,0,7.249315068,1,0,0,0,1,base
90,32.63,4.533012064,0,6.522979321,0,0,0,7.268493151,1,0,0,0,1,base
993,32.63,4.533012064,0,6.522979321,0,0,0,7.268493151,1,0,0,0,1,base
1143,32.63,4.533012064,0,6.522979321,0,0,0,7.268493151,1,0,0,0,1,base
598,12768.09083,4.553858934,0,6.553657709,0,0,0,7.306849315,1,1,0,0,1,base
65,32.63,4.601000853,0,6.614903052,0,0,0,7.383561644,1,0,0,0,1,base
649,14057.5406,4.598986676,0,6.614903052,0,0,0,7.383561644,1,1,0,0,1,base
398,13643.57733,4.610366279,0,6.630191196,0,0,0,7.402739726,1,1,0,0,1,base
1129,32.63,4.623637929,0,6.645470072,0,0,0,7.421917808,1,0,0,0,1,base
40,13256.91775,4.633052426,0,6.660739683,0,0,0,7.44109589,1,1,0,0,1,base
1105,32.63,4.634951623,0,6.660739683,0,0,0,7.44109589,1,0,0,0,1,base
887,12873.91206,4.644417898,0,6.676000033,0,0,0,7.460273973,1,1,0,0,1,base
889,32.63,4.64626209,0,6.676000033,0,0,0,7.460273973,1,0,0,0,1,base
1229,12988.00383,4.644401513,0,6.676000033,0,0,0,7.460273973,1,1,0,0,1,base
537,13772.34613,4.65559611,0,6.691251128,0,0,0,7.479452055,1,1,0,0,1,base
596,32.63,4.657569329,0,6.691251128,0,0,0,7.479452055,1,0,0,0,1,base
718,26087.98214,4.653827408,0,6.691251128,0,0,0,7.479452055,1,2,0,0,1,base
260,13957.85004,4.666873482,0,6.70649297,0,0,0,7.498630137,1,1,0,0,1,base
554,32.63,4.668873343,0,6.70649297,0,0,0,7.498630137,1,0,0,0,1,base
877,13166.66523,4.666987108,0,6.70649297,0,0,0,7.498630137,1,1,0,0,1,base
334,12753.56339,4.678347224,0,6.721725564,0,0,0,7.517808219,1,1,0,0,1,base
376,13151.68314,4.678290048,0,6.721725564,0,0,0,7.517808219,1,1,0,0,1,base
1183,25927.48359,4.721626183,0,6.782563536,0,0,0,7.594520548,1,2,0,0,1,base
208,39403.30194,4.742256998,0,6.812927138,0,0,0,7.632876712,1,3,0,0,1,base
1038,13973.75278,4.757187284,0,6.828095107,0,0,0,7.652054795,1,1,0,0,1,base
1130,13721.47423,4.768498537,0,6.843253859,0,0,0,7.671232877,1,1,0,0,1,base
1232,32.63,4.781736256,0,6.8584034,0,0,0,7.690410959,1,0,0,0,1,base
714,32.63,4.826791326,0,6.918909522,0,0,0,7.767123288,1,0,0,0,1,base
418,32.63,4.838047061,0,6.934013063,0,0,0,7.78630137,1,0,0,0,1,base
87,14194.26607,4.847265771,0,6.949107416,0,0,0,7.805479452,1,1,0,0,1,base
336,12991.70104,4.847438476,0,6.949107416,0,0,0,7.805479452,1,1,0,0,1,base
715,26964.77078,4.856681057,0,6.964192585,0,0,0,7.824657534,1,2,0,0,1,base
1118,13930.06388,4.869799131,0,6.979268575,0,0,0,7.843835616,1,1,0,0,1,base
240,14001.62628,4.892271437,0,7.00939303,0,0,0,7.882191781,1,1,0,0,1,base
468,14037.54556,4.903502759,0,7.024441503,0,0,0,7.901369863,1,1,0,0,1,base
353,38472.18641,4.911226871,0,7.039480813,0,0,0,7.920547945,1,3,0,0,1,base
307,13159.17205,4.926092252,0,7.054510963,0,0,0,7.939726027,1,1,0,0,1,base
1106,32.63,4.939204278,0,7.069531958,0,0,0,7.95890411,1,0,0,0,1,base
1215,32.63,4.939204278,0,7.069531958,0,0,0,7.95890411,1,0,0,0,1,base
880,12965.84272,4.959791009,0,7.099546495,0,0,0,7.997260274,1,1,0,0,1,base
1199,32.63,4.961648403,0,7.099546495,0,0,0,7.997260274,1,0,0,0,1,base
