Iteration,Cost,Effectiveness,t_bradyc,t_discountedlifeyear,t_dl_se,t_hyperk,t_hypot,t_lifeyear,t_numberofdeath,t_numberofhfh,t_reimp,t_se,t_walk,profile
352,14222.58047,1.003456876,0,1.517908822,0,0,0,1.553424658,1,1,0,0,1,base
1115,13961.82402,1.003494325,0,1.517908822,0,0,0,1.553424658,1,1,0,0,1,base
1127,32.63,1.005494756,0,1.517908822,0,0,0,1.553424658,1,0,0,0,1,base
710,14113.67873,1.028160887,0,1.55450007,0,0,0,1.591780822,1,1,0,0,1,base
935,32.63,1.030183127,0,1.55450007,0,0,0,1.591780822,1,0,0,0,1,base
1170,27875.34653,1.026184514,0,1.55450007,0,0,0,1.591780822,1,2,0,0,1,base
97,32.63,1.04252203,0,1.572779838,0,0,0,1.610958904,1,0,0,0,1,base
273,13894.42027,1.040531278,0,1.572779838,0,0,0,1.610958904,1,1,0,0,1,base
400,32.63,1.04252203,0,1.572779838,0,0,0,1.610958904,1,0,0,0,1,base
190,32.63,1.054857413,0,1.591049043,0,0,0,1.630136986,1,0,0,0,1,base
568,32.63,1.054857413,0,1.591049043,0,0,0,1.630136986,1,0,0,0,1,base
1151,32.63,1.054857413,0,1.591049043,0,0,0,1.630136986,1,0,0,0,1,base
1250,32.63,1.054857413,0,1.591049043,0,0,0,1.630136986,1,0,0,0,1,base
968,32.63,1.067189276,0,1.609307688,0,0,0,1.649315068,1,0,0,0,1,base
774,32.63,1.079517621,0,1.627555777,0,0,0,1.668493151,1,0,0,0,1,base
1040,32.63,1.079517621,0,1.627555777,0,0,0,1.668493151,1,0,0,0,1,base
127,14065.54661,1.089827121,0,1.645793316,0,0,0,1.687671233,1,1,0,0,1,base
482,13937.99712,1.089845439,0,1.645793316,0,0,0,1.687671233,1,1,0,0,1,base
4,32.63,1.104163761,0,1.664020309,0,0,0,1.706849315,1,0,0,0,1,base
655,32.63,1.104163761,0,1.664020309,0,0,0,1.706849315,1,0,0,0,1,base
57,32.63,1.116481557,0,1.68223676,0,0,0,1.726027397,1,0,0,0,1,base
150,32.63,1.116481557,0,1.68223676,0,0,0,1.726027397,1,0,0,0,1,base
440,32.63,1.116481557,0,1.68223676,0,0,0,1.726027397,1,0,0,0,1,base
488,32.63,1.116481557,0,1.68223676,0,0,0,1.726027397,1,0,0,0,1,base
1079,32.63,1.116481557,0,1.68223676,0,0,0,1.726027397,1,0,0,0,1,base
1107,32.63,1.116481557,0,1.68223676,0,0,0,1.726027397,1,0,0,0,1,base
1146,32.63,1.128795839,0,1.700442674,0,0,0,1.745205479,1,0,0,0,1,base
11,32.63,1.141106608,0,1.718638056,0,0,0,1.764383562,1,0,0,0,1,base
837,32.63,1.141106608,0,1.718638056,0,0,0,1.764383562,1,0,0,0,1,base
34,32.63,1.153413865,0,1.73682291,0,0,0,1.783561644,1,0,0,0,1,base
619,13989.67368,1.151409433,0,1.73682291,0,0,0,1.783561644,1,1,0,0,1,base
642,32.63,1.16571761,0,1.75499724,0,0,0,1.802739726,1,0,0,0,1,base
1235,32.63,1.16571761,0,1.75499724,0,0,0,1.802739726,1,0,0,0,1,base
1263,14174.0761,1.163686696,0,1.75499724,0,0,0,1.802739726,1,1,0,0,1,base
6,32.63,1.178017845,0,1.773161052,0,0,0,1.821917808,1,0,0,0,1,base
680,28327.64424,1.173954276,0,1.773161052,0,0,0,1.821917808,1,2,0,0,1,base
1122,32.63,1.190314571,0,1.791314349,0,0,0,1.84109589,1,0,0,0,1,base
242,32.63,1.202607789,0,1.809457136,0,0,0,1.860273973,1,0,0,0,1,base
1035,32.63,1.202607789,0,1.809457136,0,0,0,1.860273973,1,0,0,0,1,base
872,32.63,1.214897499,0,1.827589418,0,0,0,1.879452055,1,0,0,0,1,base
1164,32.63,1.214897499,0,1.827589418,0,0,0,1.879452055,1,0,0,0,1,base
1237,32.63,1.214897499,0,1.827589418,0,0,0,1.879452055,1,0,0,0,1,base
294,32.63,1.227183703,0,1.8457112,0,0,0,1.898630137,1,0,0,0,1,base
699,32.63,1.227183703,0,1.8457112,0,0,0,1.898630137,1,0,0,0,1,base
1148,32.63,1.227183703,0,1.8457112,0,0,0,1.898630137,1,0,0,0,1,base
1219,13957.85004,1.225183842,0,1.8457112,0,0,0,1.898630137,1,1,0,0,1,base
74,32.63,1.239466402,0,1.863822484,0,0,0,1.917808219,1,0,0,0,1,base
442,32.63,1.239466402,0,1.863822484,0,0,0,1.917808219,1,0,0,0,1,base
463,32.63,1.239466402,0,1.863822484,0,0,0,1.917808219,1,0,0,0,1,base
1030,32.63,1.239466402,0,1.863822484,0,0,0,1.917808219,1,0,0,0,1,base
905,27728.74262,1.247768039,0,1.881923278,0,0,0,1.936986301,1,2,0,0,1,base
1049,32.63,1.251745597,0,1.881923278,0,0,0,1.936986301,1,0,0,0,1,base
583,32.63,1.264021288,0,1.900013583,0,0,0,1.956164384,1,0,0,0,1,base
894,32.63,1.264021288,0,1.900013583,0,0,0,1.956164384,1,0,0,0,1,base
103,32.63,1.276293477,0,1.918093406,0,0,0,1.975342466,1,0,0,0,1,base
594,32.63,1.288562165,0,1.936162751,0,0,0,1.994520548,1,0,0,0,1,base
1019,32.63,1.288562165,0,1.936162751,0,0,0,1.994520548,1,0,0,0,1,base
1206,32.63,1.288562165,0,1.936162751,0,0,0,1.994520548,1,0,0,0,1,base
1261,13815.53921,1.286582742,0,1.936162751,0,0,0,1.994520548,1,1,0,0,1,base
284,32.63,1.300827353,0,1.954221622,0,0,0,2.01369863,1,0,0,0,1,base
217,32.63,1.313089042,0,1.972270024,0,0,0,2.032876712,1,0,0,0,1,base
478,32.63,1.313089042,0,1.972270024,0,0,0,2.032876712,1,0,0,0,1,base
1058,32.63,1.313089042,0,1.972270024,0,0,0,2.032876712,1,0,0,0,1,base
1091,32.63,1.313089042,0,1.972270024,0,0,0,2.032876712,1,0,0,0,1,base
1210,32.63,1.313089042,0,1.972270024,0,0,0,2.032876712,1,0,0,0,1,base
671,32.63,1.325347232,0,1.990307961,0,0,0,2.052054795,1,0,0,0,1,base
997,32.63,1.325347232,0,1.990307961,0,0,0,2.052054795,1,0,0,0,1,base
53,32.63,1.337601925,0,2.008335438,0,0,0,2.071232877,1,0,0,0,1,base
192,32.63,1.337601925,0,2.008335438,0,0,0,2.071232877,1,0,0,0,1,base
539,32.63,1.337601925,0,2.008335438,0,0,0,2.071232877,1,0,0,0,1,base
676,27887.39104,1.333601582,0,2.008335438,0,0,0,2.071232877,1,2,0,0,1,base
1236,32.63,1.337601925,0,2.008335438,0,0,0,2.071232877,1,0,0,0,1,base
265,32.63,1.349853121,0,2.02635246,0,0,0,2.090410959,1,0,0,0,1,base
630,32.63,1.362100823,0,2.04435903,0,0,0,2.109589041,1,0,0,0,1,base
1082,32.63,1.362100823,0,2.04435903,0,0,0,2.109589041,1,0,0,0,1,base
1099,32.63,1.362100823,0,2.04435903,0,0,0,2.109589041,1,0,0,0,1,base
56,32.63,1.37434503,0,2.062355153,0,0,0,2.128767123,1,0,0,0,1,base
206,32.63,1.37434503,0,2.062355153,0,0,0,2.128767123,1,0,0,0,1,base
371,32.63,1.37434503,0,2.062355153,0,0,0,2.128767123,1,0,0,0,1,base
965,32.63,1.37434503,0,2.062355153,0,0,0,2.128767123,1,0,0,0,1,base
1211,32.63,1.37434503,0,2.062355153,0,0,0,2.128767123,1,0,0,0,1,base
42,32.63,1.386585744,0,2.080340834,0,0,0,2.147945205,1,0,0,0,1,base
477,32.63,1.386585744,0,2.080340834,0,0,0,2.147945205,1,0,0,0,1,base
631,32.63,1.386585744,0,2.080340834,0,0,0,2.147945205,1,0,0,0,1,base
552,32.63,1.398822966,0,2.098316078,0,0,0,2.167123288,1,0,0,0,1,base
1062,13780.18933,1.396848619,0,2.098316078,0,0,0,2.167123288,1,1,0,0,1,base
149,32.63,1.411056696,0,2.116280888,0,0,0,2.18630137,1,0,0,0,1,base
390,32.63,1.411056696,0,2.116280888,0,0,0,2.18630137,1,0,0,0,1,base
548,13910.25057,1.409063671,0,2.116280888,0,0,0,2.18630137,1,1,0,0,1,base
865,27551.31301,1.407104619,0,2.116280888,0,0,0,2.18630137,1,2,0,0,1,base
1045,13910.25057,1.409063671,0,2.116280888,0,0,0,2.18630137,1,1,0,0,1,base
1253,32.63,1.411056696,0,2.116280888,0,0,0,2.18630137,1,0,0,0,1,base
891,32.63,1.423286936,0,2.134235269,0,0,0,2.205479452,1,0,0,0,1,base
1216,32.63,1.435513687,0,2.152179227,0,0,0,2.224657534,1,0,0,0,1,base
69,32.63,1.44773695,0,2.170112764,0,0,0,2.243835616,1,0,0,0,1,base
237,32.63,1.44773695,0,2.170112764,0,0,0,2.243835616,1,0,0,0,1,base
383,32.63,1.44773695,0,2.170112764,0,0,0,2.243835616,1,0,0,0,1,base
502,14073.55719,1.445720472,0,2.170112764,0,0,0,2.243835616,1,1,0,0,1,base
215,32.63,1.459956725,0,2.188035886,0,0,0,2.263013699,1,0,0,0,1,base
423,28050.49563,1.455932959,0,2.188035886,0,0,0,2.263013699,1,2,0,0,1,base
533,32.63,1.459956725,0,2.188035886,0,0,0,2.263013699,1,0,0,0,1,base
438,13870.70867,1.470185668,0,2.205948598,0,0,0,2.282191781,1,1,0,0,1,base
1072,32.63,1.472173014,0,2.205948598,0,0,0,2.282191781,1,0,0,0,1,base
188,32.63,1.484385818,0,2.223850903,0,0,0,2.301369863,1,0,0,0,1,base
582,13748.84334,1.494625293,0,2.241742806,0,0,0,2.320547945,1,1,0,0,1,base
644,32.63,1.496595137,0,2.241742806,0,0,0,2.320547945,1,0,0,0,1,base
939,41405.94077,1.490653338,0,2.241742806,0,0,0,2.320547945,1,3,0,0,1,base
1128,32.63,1.496595137,0,2.241742806,0,0,0,2.320547945,1,0,0,0,1,base
3,32.63,1.508800973,0,2.259624312,0,0,0,2.339726027,1,0,0,0,1,base
641,32.63,1.508800973,0,2.259624312,0,0,0,2.339726027,1,0,0,0,1,base
700,32.63,1.508800973,0,2.259624312,0,0,0,2.339726027,1,0,0,0,1,base
706,27868.81719,1.504803299,0,2.259624312,0,0,0,2.339726027,1,2,0,0,1,base
1077,32.63,1.508800973,0,2.259624312,0,0,0,2.339726027,1,0,0,0,1,base
183,32.63,1.521003327,0,2.277495426,0,0,0,2.35890411,1,0,0,0,1,base
1024,14053.53931,1.518989724,0,2.277495426,0,0,0,2.35890411,1,1,0,0,1,base
1131,32.63,1.521003327,0,2.277495426,0,0,0,2.35890411,1,0,0,0,1,base
163,14125.73753,1.531178228,0,2.29535615,0,0,0,2.378082192,1,1,0,0,1,base
819,14113.67873,1.53117996,0,2.29535615,0,0,0,2.378082192,1,1,0,0,1,base
1043,32.63,1.5332022,0,2.29535615,0,0,0,2.378082192,1,0,0,0,1,base
922,32.63,1.545397592,0,2.313206491,0,0,0,2.397260274,1,0,0,0,1,base
932,13795.88918,1.543420991,0,2.313206491,0,0,0,2.397260274,1,1,0,0,1,base
934,32.63,1.545397592,0,2.313206491,0,0,0,2.397260274,1,0,0,0,1,base
949,27984.26941,1.553575249,0,2.331046453,0,0,0,2.416438356,1,2,0,0,1,base
1202,32.63,1.557589505,0,2.331046453,0,0,0,2.416438356,1,0,0,0,1,base
838,13839.15628,1.567795125,0,2.348876039,0,0,0,2.435616438,1,1,0,0,1,base
1086,28028.49134,1.565757333,0,2.348876039,0,0,0,2.435616438,1,2,0,0,1,base
184,32.63,1.581962896,0,2.366695255,0,0,0,2.454794521,1,0,0,0,1,base
530,14149.88613,1.579935456,0,2.366695255,0,0,0,2.454794521,1,1,0,0,1,base
429,32.63,1.594144377,0,2.384504105,0,0,0,2.473972603,1,0,0,0,1,base
396,32.63,1.606322383,0,2.402302594,0,0,0,2.493150685,1,0,0,0,1,base
907,13930.06388,1.604326512,0,2.402302594,0,0,0,2.493150685,1,1,0,0,1,base
130,13737.10703,1.616528755,0,2.420090725,0,0,0,2.512328767,1,1,0,0,1,base
624,32.63,1.618496914,0,2.420090725,0,0,0,2.512328767,1,0,0,0,1,base
906,32.63,1.618496914,0,2.420090725,0,0,0,2.512328767,1,0,0,0,1,base
193,32.63,1.630667971,0,2.437868504,0,0,0,2.531506849,1,0,0,0,1,base
584,32.63,1.630667971,0,2.437868504,0,0,0,2.531506849,1,0,0,0,1,base
659,13705.85927,1.6287043,0,2.437868504,0,0,0,2.531506849,1,1,0,0,1,base
738,14186.18663,1.628635318,0,2.437868504,0,0,0,2.531506849,1,1,0,0,1,base
441,32.63,1.642835557,0,2.455635934,0,0,0,2.550684932,1,0,0,0,1,base
274,32.63,1.654999671,0,2.473393021,0,0,0,2.569863014,1,0,0,0,1,base
489,13997.64094,1.652994095,0,2.473393021,0,0,0,2.569863014,1,1,0,0,1,base
564,32.63,1.654999671,0,2.473393021,0,0,0,2.569863014,1,0,0,0,1,base
797,32.63,1.667160314,0,2.491139769,0,0,0,2.589041096,1,0,0,0,1,base
803,13694.15973,1.665198323,0,2.491139769,0,0,0,2.589041096,1,1,0,0,1,base
882,32.63,1.667160314,0,2.491139769,0,0,0,2.589041096,1,0,0,0,1,base
1119,32.63,1.667160314,0,2.491139769,0,0,0,2.589041096,1,0,0,0,1,base
669,32.63,1.679317488,0,2.508876182,0,0,0,2.608219178,1,0,0,0,1,base
1095,32.63,1.691471194,0,2.526602264,0,0,0,2.62739726,1,0,0,0,1,base
1174,32.63,1.691471194,0,2.526602264,0,0,0,2.62739726,1,0,0,0,1,base
64,32.63,1.703621432,0,2.544318021,0,0,0,2.646575342,1,0,0,0,1,base
412,32.63,1.703621432,0,2.544318021,0,0,0,2.646575342,1,0,0,0,1,base
782,14113.67873,1.701599192,0,2.544318021,0,0,0,2.646575342,1,1,0,0,1,base
1067,32.63,1.703621432,0,2.544318021,0,0,0,2.646575342,1,0,0,0,1,base
1098,14222.58047,1.701583552,0,2.544318021,0,0,0,2.646575342,1,1,0,0,1,base
191,32.63,1.72791151,0,2.579718574,0,0,0,2.684931507,1,0,0,0,1,base
252,32.63,1.72791151,0,2.579718574,0,0,0,2.684931507,1,0,0,0,1,base
427,32.63,1.72791151,0,2.579718574,0,0,0,2.684931507,1,0,0,0,1,base
80,32.63,1.740051352,0,2.59740338,0,0,0,2.704109589,1,0,0,0,1,base
637,32.63,1.740051352,0,2.59740338,0,0,0,2.704109589,1,0,0,0,1,base
693,32.63,1.740051352,0,2.59740338,0,0,0,2.704109589,1,0,0,0,1,base
899,32.63,1.740051352,0,2.59740338,0,0,0,2.704109589,1,0,0,0,1,base
1111,32.63,1.740051352,0,2.59740338,0,0,0,2.704109589,1,0,0,0,1,base
854,32.63,1.75218773,0,2.615077878,0,0,0,2.723287671,1,0,0,0,1,base
143,32.63,1.764320646,0,2.632742072,0,0,0,2.742465753,1,0,0,0,1,base
26,32.63,1.7764501,0,2.650395966,0,0,0,2.761643836,1,0,0,0,1,base
122,32.63,1.7764501,0,2.650395966,0,0,0,2.761643836,1,0,0,0,1,base
701,13870.70867,1.774462754,0,2.650395966,0,0,0,2.761643836,1,1,0,0,1,base
893,32.63,1.7764501,0,2.650395966,0,0,0,2.761643836,1,0,0,0,1,base
1179,32.63,1.7764501,0,2.650395966,0,0,0,2.761643836,1,0,0,0,1,base
292,32.63,1.800698629,0,2.685672876,0,0,0,2.8,1,0,0,0,1,base
317,32.63,1.800698629,0,2.685672876,0,0,0,2.8,1,0,0,0,1,base
332,32.63,1.800698629,0,2.685672876,0,0,0,2.8,1,0,0,0,1,base
606,32.63,1.812817704,0,2.7032959,0,0,0,2.819178082,1,0,0,0,1,base
214,32.63,1.824933323,0,2.720908642,0,0,0,2.838356164,1,0,0,0,1,base
467,32.63,1.824933323,0,2.720908642,0,0,0,2.838356164,1,0,0,0,1,base
808,32.63,1.84915419,0,2.7561033,0,0,0,2.876712329,1,0,0,0,1,base
571,32.63,1.861259442,0,2.773685225,0,0,0,2.895890411,1,0,0,0,1,base
798,32.63,1.861259442,0,2.773685225,0,0,0,2.895890411,1,0,0,0,1,base
1015,32.63,1.861259442,0,2.773685225,0,0,0,2.895890411,1,0,0,0,1,base
1204,32.63,1.861259442,0,2.773685225,0,0,0,2.895890411,1,0,0,0,1,base
1233,32.63,1.861259442,0,2.773685225,0,0,0,2.895890411,1,0,0,0,1,base
290,32.63,1.873361239,0,2.791256886,0,0,0,2.915068493,1,0,0,0,1,base
588,32.63,1.873361239,0,2.791256886,0,0,0,2.915068493,1,0,0,0,1,base
235,32.63,1.885459585,0,2.808818288,0,0,0,2.934246575,1,0,0,0,1,base
651,14105.64526,1.883438498,0,2.808818288,0,0,0,2.934246575,1,1,0,0,1,base
982,27297.40173,1.881543973,0,2.808818288,0,0,0,2.934246575,1,2,0,0,1,base
187,32.63,1.897554478,0,2.826369434,0,0,0,2.953424658,1,0,0,0,1,base
1163,32.63,1.897554478,0,2.826369434,0,0,0,2.953424658,1,0,0,0,1,base
1205,27900.60639,1.893552238,0,2.826369434,0,0,0,2.953424658,1,2,0,0,1,base
216,32.63,1.909645921,0,2.843910331,0,0,0,2.97260274,1,0,0,0,1,base
849,14133.78247,1.907620794,0,2.843910331,0,0,0,2.97260274,1,1,0,0,1,base
1283,13772.34613,1.907672701,0,2.843910331,0,0,0,2.97260274,1,1,0,0,1,base
289,32.63,1.921733914,0,2.861440981,0,0,0,2.991780822,1,0,0,0,1,base
313,32.63,1.921733914,0,2.861440981,0,0,0,2.991780822,1,0,0,0,1,base
1033,32.63,1.921733914,0,2.861440981,0,0,0,2.991780822,1,0,0,0,1,base
1245,32.63,1.921733914,0,2.861440981,0,0,0,2.991780822,1,0,0,0,1,base
979,32.63,1.933818459,0,2.87896139,0,0,0,3.010958904,1,0,0,0,1,base
1188,13659.12117,1.9318615,0,2.87896139,0,0,0,3.010958904,1,1,0,0,1,base
154,32.63,1.945899555,0,2.896471561,0,0,0,3.030136986,1,0,0,0,1,base
308,32.63,1.97005141,0,2.93146121,0,0,0,3.068493151,1,0,0,0,1,base
1247,13651.34703,1.968095567,0,2.93146121,0,0,0,3.068493151,1,1,0,0,1,base
179,32.63,1.982122169,0,2.948940697,0,0,0,3.087671233,1,0,0,0,1,base
505,27403.6486,1.978191299,0,2.948940697,0,0,0,3.087671233,1,2,0,0,1,base
1089,13776.26717,1.980148386,0,2.948940697,0,0,0,3.087671233,1,1,0,0,1,base
859,32.63,1.994189485,0,2.966409964,0,0,0,3.106849315,1,0,0,0,1,base
956,32.63,1.994189485,0,2.966409964,0,0,0,3.106849315,1,0,0,0,1,base
173,32.63,2.006253358,0,2.983869015,0,0,0,3.126027397,1,0,0,0,1,base
592,32.63,2.006253358,0,2.983869015,0,0,0,3.126027397,1,0,0,0,1,base
1258,41988.74074,2.00022786,0,2.983869015,0,0,0,3.126027397,1,3,0,0,1,base
241,32.63,2.01831379,0,3.001317856,0,0,0,3.145205479,1,0,0,0,1,base
1278,32.63,2.01831379,0,3.001317856,0,0,0,3.145205479,1,0,0,0,1,base
157,14093.60365,2.028351423,0,3.018756491,0,0,0,3.164383562,1,1,0,0,1,base
570,32.63,2.03037078,0,3.018756491,0,0,0,3.164383562,1,0,0,0,1,base
711,13577.71358,2.028425512,0,3.018756491,0,0,0,3.164383562,1,1,0,0,1,base
845,32.63,2.03037078,0,3.018756491,0,0,0,3.164383562,1,0,0,0,1,base
910,32.63,2.03037078,0,3.018756491,0,0,0,3.164383562,1,0,0,0,1,base
1220,32.63,2.03037078,0,3.018756491,0,0,0,3.164383562,1,0,0,0,1,base
340,14069.55133,2.040408428,0,3.036184924,0,0,0,3.183561644,1,1,0,0,1,base
354,32.63,2.04242433,0,3.036184924,0,0,0,3.183561644,1,0,0,0,1,base
996,13725.38076,2.052507967,0,3.05360316,0,0,0,3.202739726,1,1,0,0,1,base
94,32.63,2.066521116,0,3.071011202,0,0,0,3.221917808,1,0,0,0,1,base
401,32.63,2.066521116,0,3.071011202,0,0,0,3.221917808,1,0,0,0,1,base
443,32.63,2.066521116,0,3.071011202,0,0,0,3.221917808,1,0,0,0,1,base
470,32.63,2.066521116,0,3.071011202,0,0,0,3.221917808,1,0,0,0,1,base
698,32.63,2.078564353,0,3.088409056,0,0,0,3.24109589,1,0,0,0,1,base
1104,32.63,2.078564353,0,3.088409056,0,0,0,3.24109589,1,0,0,0,1,base
460,32.63,2.090604154,0,3.105796725,0,0,0,3.260273973,1,0,0,0,1,base
725,32.63,2.090604154,0,3.105796725,0,0,0,3.260273973,1,0,0,0,1,base
1125,32.63,2.090604154,0,3.105796725,0,0,0,3.260273973,1,0,0,0,1,base
120,32.63,2.10264052,0,3.123174215,0,0,0,3.279452055,1,0,0,0,1,base
544,32.63,2.10264052,0,3.123174215,0,0,0,3.279452055,1,0,0,0,1,base
1214,32.63,2.10264052,0,3.123174215,0,0,0,3.279452055,1,0,0,0,1,base
1212,32.63,2.114673452,0,3.140541529,0,0,0,3.298630137,1,0,0,0,1,base
1282,32.63,2.114673452,0,3.140541529,0,0,0,3.298630137,1,0,0,0,1,base
75,27690.16878,2.122730932,0,3.157898672,0,0,0,3.317808219,1,2,0,0,1,base
100,32.63,2.126702951,0,3.157898672,0,0,0,3.317808219,1,0,0,0,1,base
471,32.63,2.138729018,0,3.175245648,0,0,0,3.336986301,1,0,0,0,1,base
1002,32.63,2.138729018,0,3.175245648,0,0,0,3.336986301,1,0,0,0,1,base
499,14153.91491,2.148723635,0,3.192582462,0,0,0,3.356164384,1,1,0,0,1,base
888,32.63,2.150751654,0,3.192582462,0,0,0,3.356164384,1,0,0,0,1,base
367,32.63,2.16277086,0,3.209909118,0,0,0,3.375342466,1,0,0,0,1,base
936,32.63,2.174786637,0,3.22722562,0,0,0,3.394520548,1,0,0,0,1,base
974,27580.45358,2.170830375,0,3.22722562,0,0,0,3.394520548,1,2,0,0,1,base
1001,13531.41351,2.172848018,0,3.22722562,0,0,0,3.394520548,1,1,0,0,1,base
1052,27278.97285,2.170873672,0,3.22722562,0,0,0,3.394520548,1,2,0,0,1,base
117,13527.56232,2.18486092,0,3.244531973,0,0,0,3.41369863,1,1,0,0,1,base
262,14117.69718,2.184776169,0,3.244531973,0,0,0,3.41369863,1,1,0,0,1,base
1008,32.63,2.186798986,0,3.244531973,0,0,0,3.41369863,1,0,0,0,1,base
1228,32.63,2.198807907,0,3.261828182,0,0,0,3.432876712,1,0,0,0,1,base
50,32.63,2.210813403,0,3.27911425,0,0,0,3.452054795,1,0,0,0,1,base
141,32.63,2.210813403,0,3.27911425,0,0,0,3.452054795,1,0,0,0,1,base
263,13519.86324,2.208876443,0,3.27911425,0,0,0,3.452054795,1,1,0,0,1,base
325,32.63,2.210813403,0,3.27911425,0,0,0,3.452054795,1,0,0,0,1,base
452,32.63,2.210813403,0,3.27911425,0,0,0,3.452054795,1,0,0,0,1,base
719,27631.11007,2.218851937,0,3.296390182,0,0,0,3.471232877,1,2,0,0,1,base
446,32.63,2.23481412,0,3.313655983,0,0,0,3.490410959,1,0,0,0,1,base
261,32.63,2.246809343,0,3.330911656,0,0,0,3.509589041,1,0,0,0,1,base
321,32.63,2.246809343,0,3.330911656,0,0,0,3.509589041,1,0,0,0,1,base
767,32.63,2.246809343,0,3.330911656,0,0,0,3.509589041,1,0,0,0,1,base
772,32.63,2.246809343,0,3.330911656,0,0,0,3.509589041,1,0,0,0,1,base
916,32.63,2.246809343,0,3.330911656,0,0,0,3.509589041,1,0,0,0,1,base
382,32.63,2.258801144,0,3.348157206,0,0,0,3.528767123,1,0,0,0,1,base
685,32.63,2.270789523,0,3.365392638,0,0,0,3.547945205,1,0,0,0,1,base
107,14202.35013,2.280739508,0,3.382617956,0,0,0,3.567123288,1,1,0,0,1,base
955,32.63,2.282774483,0,3.382617956,0,0,0,3.567123288,1,0,0,0,1,base
272,32.63,2.294756023,0,3.399833164,0,0,0,3.58630137,1,0,0,0,1,base
759,32.63,2.294756023,0,3.399833164,0,0,0,3.58630137,1,0,0,0,1,base
780,32.63,2.294756023,0,3.399833164,0,0,0,3.58630137,1,0,0,0,1,base
1121,32.63,2.294756023,0,3.399833164,0,0,0,3.58630137,1,0,0,0,1,base
428,13489.11082,2.304801601,0,3.417038266,0,0,0,3.605479452,1,1,0,0,1,base
944,13721.47423,2.30476823,0,3.417038266,0,0,0,3.605479452,1,1,0,0,1,base
1272,32.63,2.306734144,0,3.417038266,0,0,0,3.605479452,1,0,0,0,1,base
431,27488.72318,2.314765761,0,3.434233268,0,0,0,3.624657534,1,2,0,0,1,base
697,32.63,2.318708849,0,3.434233268,0,0,0,3.624657534,1,0,0,0,1,base
722,32.63,2.330680137,0,3.451418173,0,0,0,3.643835616,1,0,0,0,1,base
581,32.63,2.342648009,0,3.468592985,0,0,0,3.663013699,1,0,0,0,1,base
138,32.63,2.354612468,0,3.48575771,0,0,0,3.682191781,1,0,0,0,1,base
282,32.63,2.354612468,0,3.48575771,0,0,0,3.682191781,1,0,0,0,1,base
35,32.63,2.366573512,0,3.502912351,0,0,0,3.701369863,1,0,0,0,1,base
55,14057.5406,2.364559334,0,3.502912351,0,0,0,3.701369863,1,1,0,0,1,base
66,13489.11082,2.364640969,0,3.502912351,0,0,0,3.701369863,1,1,0,0,1,base
166,32.63,2.366573512,0,3.502912351,0,0,0,3.701369863,1,0,0,0,1,base
645,13780.18933,2.376556798,0,3.520056913,0,0,0,3.720547945,1,1,0,0,1,base
814,13791.96254,2.376555108,0,3.520056913,0,0,0,3.720547945,1,1,0,0,1,base
884,32.63,2.378531145,0,3.520056913,0,0,0,3.720547945,1,0,0,0,1,base
1257,32.63,2.378531145,0,3.520056913,0,0,0,3.720547945,1,0,0,0,1,base
1264,32.63,2.378531145,0,3.520056913,0,0,0,3.720547945,1,0,0,0,1,base
7,32.63,2.390485365,0,3.5371914,0,0,0,3.739726027,1,0,0,0,1,base
1140,32.63,2.402436176,0,3.554315816,0,0,0,3.75890411,1,0,0,0,1,base
164,13819.47258,2.412403588,0,3.571430167,0,0,0,3.778082192,1,1,0,0,1,base
512,32.63,2.414383576,0,3.571430167,0,0,0,3.778082192,1,0,0,0,1,base
769,32.63,2.414383576,0,3.571430167,0,0,0,3.778082192,1,0,0,0,1,base
948,32.63,2.414383576,0,3.571430167,0,0,0,3.778082192,1,0,0,0,1,base
251,27431.72801,2.422392666,0,3.588534455,0,0,0,3.797260274,1,2,0,0,1,base
323,32.63,2.426327568,0,3.588534455,0,0,0,3.797260274,1,0,0,0,1,base
827,27666.11881,2.422359004,0,3.588534455,0,0,0,3.797260274,1,2,0,0,1,base
597,32.63,2.438268153,0,3.605628686,0,0,0,3.816438356,1,0,0,0,1,base
1078,32.63,2.438268153,0,3.605628686,0,0,0,3.816438356,1,0,0,0,1,base
1152,32.63,2.450205331,0,3.622712864,0,0,0,3.835616438,1,0,0,0,1,base
856,32.63,2.462139103,0,3.639786994,0,0,0,3.854794521,1,0,0,0,1,base
253,32.63,2.485996434,0,3.673905123,0,0,0,3.893150685,1,0,0,0,1,base
326,32.63,2.485996434,0,3.673905123,0,0,0,3.893150685,1,0,0,0,1,base
493,32.63,2.485996434,0,3.673905123,0,0,0,3.893150685,1,0,0,0,1,base
1114,32.63,2.485996434,0,3.673905123,0,0,0,3.893150685,1,0,0,0,1,base
147,27018.65774,2.494044416,0,3.690949132,0,0,0,3.912328767,1,2,0,0,1,base
924,32.63,2.497919995,0,3.690949132,0,0,0,3.912328767,1,0,0,0,1,base
1273,32.63,2.497919995,0,3.690949132,0,0,0,3.912328767,1,0,0,0,1,base
285,13624.17246,2.507888215,0,3.70798311,0,0,0,3.931506849,1,1,0,0,1,base
668,32.63,2.509840155,0,3.70798311,0,0,0,3.931506849,1,0,0,0,1,base
771,32.63,2.521756913,0,3.72500706,0,0,0,3.950684932,1,0,0,0,1,base
