Profile,t_lifeyear,t_numberofdeath
Base,8.534246575,1
Base,2.147945205,1
Base,0.326027397,1
Base,10.3369863,1
Base,16.78082192,1
Base,10.24109589,1
Base,8.265753425,1
Base,3.969863014,1
Base,2.35890411,1
Base,2.454794521,1
Base,1.956164384,1
Base,15.80273973,1
Base,2.953424658,1
Base,2.301369863,1
Base,0.230136986,1
Base,2.35890411,1
Base,2.684931507,1
Base,2.071232877,1
Base,2.531506849,1
Base,21.42191781,1
Base,21.28767123,1
Base,16.87671233,1
Base,8.035616438,1
Base,6.693150685,1
Base,2.589041096,1
Base,3.643835616,1
Base,2.01369863,1
Base,17.91232877,1
Base,11.54520548,1
Base,1.169863014,1
Base,1.764383562,1
Base,20.96164384,1
Base,0.632876712,1
Base,7.632876712,1
Base,15.87945205,1
Base,18.23835616,1
Base,1.342465753,1
Base,9.704109589,1
Base,9.35890411,1
Base,8.956164384,1
Base,13.94246575,1
Base,2.934246575,1
Base,2.032876712,1
Base,0.690410959,1
Base,6.002739726,1
Base,0.556164384,1
Base,1.438356164,1
Base,1.323287671,1
Base,5.254794521,1
Base,3.260273973,1
Base,4.660273973,1
Base,2.493150685,1
Base,1.284931507,1
Base,10.22191781,1
Base,9.665753425,1
Base,11.54520548,1
Base,3.106849315,1
Base,10.0109589,1
Base,10.29863014,1
Base,2.090410959,1
Base,2.934246575,1
Base,19.3890411,1
Base,2.243835616,1
Base,15.95616438,1
Base,9.531506849,1
Base,7.882191781,1
Base,3.145205479,1
Base,0.594520548,1
Base,4.717808219,1
Base,8.035616438,1
Base,0.44109589,1
Base,12.12054795,1
Base,0.690410959,1
Base,0.268493151,1
Base,3.317808219,1
